"id","offer","offer_value","rpe","vpe","ape","choice"
"60b9246549c99480c6930d0e","offer7","0.05",-0.3,-243,2,"1"
"60b9246549c99480c6930d0e","offer8","0.3",0,-117,-4,"0"
"60b9246549c99480c6930d0e","offer9","0.5",0.2,235,0,"0"
"60b9246549c99480c6930d0e","offer10","0.15",-0.15,-244,2,"1"
"60b9246549c99480c6930d0e","offer11","0.35",0.05,-43,-3,"0"
"60b9246549c99480c6930d0e","offer12","0.45",0.15,-87,-4,"0"
"60b9246549c99480c6930d0e","offer13","0.4",0.1,-90,4,"0"
"60b9246549c99480c6930d0e","offer14","0.2",-0.1,-197,-1,"1"
"60b9246549c99480c6930d0e","offer15","0.05",-0.25,-231,-2,"1"
"60b9246549c99480c6930d0e","offer16","0.1",-0.2,-241,-4,"1"
"60b9246549c99480c6930d0e","offer17","0.3",0,-102,3,"0"
"60b9246549c99480c6930d0e","offer18","0.35",0.05,-100,-8,"0"
"60b9246549c99480c6930d0e","offer19","0.1",-0.2,-231,0,"1"
"60b9246549c99480c6930d0e","offer20","0.45",0.15,-33,-3,"0"
"582b12291bdd2f00018054f4","offer1","0.25",-0.1,-57,-7,"1"
"582b12291bdd2f00018054f4","offer2","0.5",0.1,-2,-10,"0"
"582b12291bdd2f00018054f4","offer3","0.1",-0.15,-230,7,"0"
"582b12291bdd2f00018054f4","offer4","0.2",-0.3,-457,-203,"1"
"582b12291bdd2f00018054f4","offer5","0.35",0.2,-75,-1,"1"
"582b12291bdd2f00018054f4","offer6","0.2",-0.1,-2,-2,"0"
"582b12291bdd2f00018054f4","offer7","0.1",-0.1,-247,7,"1"
"582b12291bdd2f00018054f4","offer8","0.15",-0.05,-85,46,"1"
"582b12291bdd2f00018054f4","offer9","0.45",0.2,245,84,"0"
"582b12291bdd2f00018054f4","offer10","0.45",0.15,125,6,"0"
"582b12291bdd2f00018054f4","offer11","0.3",-0.15,-289,-52,"1"
"582b12291bdd2f00018054f4","offer12","0.05",-0.35,-362,33,"1"
"582b12291bdd2f00018054f4","offer13","0.25",0.05,-216,-29,"1"
"582b12291bdd2f00018054f4","offer14","0.3",-0.05,25,-39,"0"
"582b12291bdd2f00018054f4","offer15","0.15",-0.1,-175,37,"1"
"582b12291bdd2f00018054f4","offer16","0.5",0.3,199,53,"0"
"582b12291bdd2f00018054f4","offer17","0.05",-0.25,-352,67,"1"
"582b12291bdd2f00018054f4","offer18","0.35",0.15,0,0,"0"
"582b12291bdd2f00018054f4","offer19","0.4",0.25,249,-5,"0"
"582b12291bdd2f00018054f4","offer20","0.4",0.25,204,-1,"0"
"631b66847990076d05887914","offer1","0.15",-0.35,-228,-177,"0"
"631b66847990076d05887914","offer2","0.05",-0.45,-430,-347,"0"
"631b66847990076d05887914","offer3","0.05",-0.45,-408,-300,"0"
"631b66847990076d05887914","offer4","0.1",-0.4,-272,-212,"0"
"631b66847990076d05887914","offer5","0.15",-0.35,-344,-284,"0"
"631b66847990076d05887914","offer6","0.1",-0.4,-424,-256,"0"
"631b66847990076d05887914","offer7","0.2",-0.3,-227,-131,"0"
"631b66847990076d05887914","offer8","0.25",-0.25,-268,-194,"0"
"631b66847990076d05887914","offer9","0.25",-0.25,-313,-244,"0"
"631b66847990076d05887914","offer10","0.2",-0.3,-325,-326,"0"
"631b66847990076d05887914","offer11","0.4",-0.1,-277,-323,"0"
"631b66847990076d05887914","offer12","0.3",-0.2,-296,-27,"0"
"631b66847990076d05887914","offer13","0.3",-0.2,-243,-186,"0"
"631b66847990076d05887914","offer14","0.35",-0.15,-302,-306,"0"
"631b66847990076d05887914","offer15","0.4",-0.1,-216,2,"0"
"631b66847990076d05887914","offer16","0.45",-0.05,-1,-26,"0"
"631b66847990076d05887914","offer17","0.45",-0.05,107,225,"0"
"631b66847990076d05887914","offer18","0.35",-0.15,-252,-206,"0"
"631b66847990076d05887914","offer19","0.5",0,58,160,"0"
"631b66847990076d05887914","offer20","0.5",0,38,189,"0"
"5fbd057ea95c7102638685d5","offer1","0.2",-0.05,-125,-1,"0"
"5fbd057ea95c7102638685d5","offer2","0.45",0.25,222,1,"0"
"5fbd057ea95c7102638685d5","offer3","0.3",-0.05,-137,101,"0"
"5fbd057ea95c7102638685d5","offer4","0.2",-0.2,-305,-2,"0"
"5fbd057ea95c7102638685d5","offer5","0.05",-0.45,-368,39,"1"
"5fbd057ea95c7102638685d5","offer6","0.5",0.2,223,47,"0"
"5fbd057ea95c7102638685d5","offer7","0.45",0.2,246,66,"0"
"5fbd057ea95c7102638685d5","offer8","0.1",-0.3,-342,66,"1"
"5fbd057ea95c7102638685d5","offer9","0.3",-0.15,-214,-2,"0"
"5fbd057ea95c7102638685d5","offer10","0.15",-0.35,-412,7,"1"
"5fbd057ea95c7102638685d5","offer11","0.05",-0.25,-249,42,"1"
"5fbd057ea95c7102638685d5","offer12","0.1",-0.15,-244,31,"1"
"5fbd057ea95c7102638685d5","offer13","0.5",0.3,249,110,"0"
"5fbd057ea95c7102638685d5","offer14","0.4",0.2,187,-5,"0"
"5fbd057ea95c7102638685d5","offer15","0.35",0.15,159,-1,"0"
"5fbd057ea95c7102638685d5","offer16","0.25",0.15,55,0,"0"
"5fbd057ea95c7102638685d5","offer17","0.25",0,-46,-132,"0"
"5fbd057ea95c7102638685d5","offer18","0.35",0.15,113,1,"0"
"5fbd057ea95c7102638685d5","offer19","0.15",0.05,-7,23,"1"
"5fbd057ea95c7102638685d5","offer20","0.4",0.3,200,-2,"0"
"5f920aa80a785011ef6906e3","offer1","0.45",0.05,226,242,"0"
"5f920aa80a785011ef6906e3","offer2","0.35",-0.15,-101,-68,"0"
"5f920aa80a785011ef6906e3","offer3","0.05",-0.45,-376,40,"1"
"5f920aa80a785011ef6906e3","offer4","0.45",0.05,183,275,"0"
"5f920aa80a785011ef6906e3","offer5","0.1",-0.3,-358,-397,"0"
"5f920aa80a785011ef6906e3","offer6","0.25",0,111,-181,"0"
"5f920aa80a785011ef6906e3","offer7","0.05",-0.2,-228,-6,"0"
"5f920aa80a785011ef6906e3","offer8","0.15",-0.1,2,-8,"0"
"5f920aa80a785011ef6906e3","offer9","0.4",0,123,143,"0"
"5f920aa80a785011ef6906e3","offer10","0.25",-0.05,-4,-45,"0"
"5f920aa80a785011ef6906e3","offer11","0.2",-0.25,-100,-248,"0"
"5f920aa80a785011ef6906e3","offer12","0.15",-0.25,-55,-149,"0"
"5f920aa80a785011ef6906e3","offer13","0.5",0.3,344,412,"0"
"5f920aa80a785011ef6906e3","offer14","0.4",0.2,160,384,"0"
"5f920aa80a785011ef6906e3","offer15","0.2",-0.05,17,28,"0"
"5f920aa80a785011ef6906e3","offer16","0.3",0,27,65,"0"
"5f920aa80a785011ef6906e3","offer17","0.3",0.05,37,-61,"0"
"5f920aa80a785011ef6906e3","offer18","0.5",0.3,272,469,"0"
"5f920aa80a785011ef6906e3","offer19","0.35",0.05,-20,100,"0"
"5f920aa80a785011ef6906e3","offer20","0.1",-0.05,-156,-20,"0"
"61645d805d7b358ed3e052a6","offer1","0.35",0.1,-136,-7,"1"
"61645d805d7b358ed3e052a6","offer2","0.15",-0.35,-269,-36,"1"
"61645d805d7b358ed3e052a6","offer3","0.5",0.25,147,202,"0"
"61645d805d7b358ed3e052a6","offer4","0.45",-0.05,-70,3,"1"
"61645d805d7b358ed3e052a6","offer5","0.3",0.05,-103,2,"1"
"61645d805d7b358ed3e052a6","offer6","0.05",0,-255,-156,"1"
"61645d805d7b358ed3e052a6","offer7","0.45",-0.05,-67,2,"1"
"61645d805d7b358ed3e052a6","offer8","0.05",0,-159,0,"1"
"61645d805d7b358ed3e052a6","offer9","0.25",-0.25,-218,2,"1"
"61645d805d7b358ed3e052a6","offer10","0.3",0.25,-122,-44,"1"
"61645d805d7b358ed3e052a6","offer11","0.4",-0.1,-273,-154,"1"
"61645d805d7b358ed3e052a6","offer12","0.2",-0.3,-380,-1,"1"
"61645d805d7b358ed3e052a6","offer13","0.35",0.3,-74,-4,"1"
"61645d805d7b358ed3e052a6","offer14","0.1",-0.05,-99,-4,"1"
"61645d805d7b358ed3e052a6","offer15","0.1",-0.3,-250,-151,"1"
"61645d805d7b358ed3e052a6","offer16","0.2",0.05,-200,-47,"1"
"61645d805d7b358ed3e052a6","offer17","0.5",0.5,349,214,"0"
"61645d805d7b358ed3e052a6","offer18","0.15",-0.35,-116,3,"1"
"61645d805d7b358ed3e052a6","offer19","0.4",-0.1,-183,3,"1"
"61645d805d7b358ed3e052a6","offer20","0.25",0,-227,-142,"1"
"63971ce5ac05acbcf187d303","offer1","0.35",-0.05,-137,167,"0"
"63971ce5ac05acbcf187d303","offer2","0.25",-0.15,108,-123,"0"
"63971ce5ac05acbcf187d303","offer3","0.3",-0.15,174,-18,"0"
"63971ce5ac05acbcf187d303","offer4","0.25",-0.15,-4,-5,"0"
"63971ce5ac05acbcf187d303","offer5","0.05",-0.35,-234,213,"1"
"63971ce5ac05acbcf187d303","offer6","0.45",0,-120,-113,"0"
"63971ce5ac05acbcf187d303","offer7","0.5",0.05,130,220,"0"
"63971ce5ac05acbcf187d303","offer8","0.35",-0.1,15,-87,"0"
"63971ce5ac05acbcf187d303","offer9","0.45",0,47,11,"0"
"63971ce5ac05acbcf187d303","offer10","0.5",0,78,7,"0"
"63971ce5ac05acbcf187d303","offer11","0.15",-0.25,-157,-50,"0"
"63971ce5ac05acbcf187d303","offer12","0.1",-0.35,-252,103,"1"
"63971ce5ac05acbcf187d303","offer13","0.15",-0.15,143,-149,"0"
"63971ce5ac05acbcf187d303","offer14","0.05",-0.35,-225,278,"1"
"63971ce5ac05acbcf187d303","offer15","0.4",-0.1,39,57,"0"
"63971ce5ac05acbcf187d303","offer16","0.3",-0.1,160,-129,"0"
"63971ce5ac05acbcf187d303","offer17","0.2",-0.15,-43,254,"0"
"63971ce5ac05acbcf187d303","offer18","0.2",-0.25,155,-278,"0"
"63971ce5ac05acbcf187d303","offer19","0.1",-0.35,-211,1,"1"
"63971ce5ac05acbcf187d303","offer20","0.4",0.15,-99,209,"0"
"5dcc3ec7db13278d75c8622f","offer1","0.15",-0.35,-156,161,"1"
"5dcc3ec7db13278d75c8622f","offer2","0.3",-0.2,-71,102,"1"
"5dcc3ec7db13278d75c8622f","offer3","0.15",-0.35,-125,230,"1"
"5dcc3ec7db13278d75c8622f","offer4","0.45",0.05,25,100,"0"
"5dcc3ec7db13278d75c8622f","offer5","0.4",-0.1,-124,112,"1"
"5dcc3ec7db13278d75c8622f","offer6","0.3",-0.2,-67,288,"1"
"5dcc3ec7db13278d75c8622f","offer7","0.35",-0.15,-108,56,"1"
"5dcc3ec7db13278d75c8622f","offer8","0.1",-0.4,-114,245,"1"
"5dcc3ec7db13278d75c8622f","offer9","0.5",0,67,238,"0"
"5dcc3ec7db13278d75c8622f","offer10","0.35",-0.15,-155,-11,"1"
"5dcc3ec7db13278d75c8622f","offer11","0.5",0,61,245,"0"
"5dcc3ec7db13278d75c8622f","offer12","0.25",-0.25,-77,124,"1"
"5dcc3ec7db13278d75c8622f","offer13","0.1",-0.4,-244,268,"1"
"5dcc3ec7db13278d75c8622f","offer14","0.25",-0.25,-135,79,"1"
"5dcc3ec7db13278d75c8622f","offer15","0.2",-0.3,-90,236,"1"
"5dcc3ec7db13278d75c8622f","offer16","0.05",-0.45,-268,228,"1"
"5dcc3ec7db13278d75c8622f","offer17","0.4",-0.1,-208,-36,"1"
"5dcc3ec7db13278d75c8622f","offer18","0.45",-0.05,-12,94,"0"
"5dcc3ec7db13278d75c8622f","offer19","0.05",-0.45,-161,254,"1"
"5dcc3ec7db13278d75c8622f","offer20","0.2",-0.3,-149,283,"1"
"64135e3d9cd5e3f16290d29c","offer1","0.5",0.4,190,196,"0"
"64135e3d9cd5e3f16290d29c","offer2","0.05",-0.2,-113,-71,"0"
"64135e3d9cd5e3f16290d29c","offer3","0.5",0.35,161,175,"0"
"64135e3d9cd5e3f16290d29c","offer4","0.2",0.1,36,15,"0"
"64135e3d9cd5e3f16290d29c","offer5","0.05",0,-1,-1,"0"
"64135e3d9cd5e3f16290d29c","offer6","0.45",0.35,179,193,"0"
"64135e3d9cd5e3f16290d29c","offer7","0.4",0.35,206,208,"0"
"64135e3d9cd5e3f16290d29c","offer8","0.15",0,4,17,"0"
"64135e3d9cd5e3f16290d29c","offer9","0.25",-0.1,-14,-34,"0"
"64135e3d9cd5e3f16290d29c","offer10","0.35",0.3,128,107,"0"
"64135e3d9cd5e3f16290d29c","offer11","0.1",0.05,42,26,"0"
"64135e3d9cd5e3f16290d29c","offer12","0.4",0.2,74,76,"0"
"64135e3d9cd5e3f16290d29c","offer13","0.3",0.3,152,114,"0"
"64135e3d9cd5e3f16290d29c","offer14","0.45",0.2,115,124,"0"
"64135e3d9cd5e3f16290d29c","offer15","0.1",0.05,46,30,"0"
"64135e3d9cd5e3f16290d29c","offer16","0.2",0.15,79,56,"0"
"64135e3d9cd5e3f16290d29c","offer17","0.15",-0.05,-18,-13,"0"
"64135e3d9cd5e3f16290d29c","offer18","0.25",0.15,39,41,"0"
"64135e3d9cd5e3f16290d29c","offer19","0.3",0.3,182,116,"0"
"64135e3d9cd5e3f16290d29c","offer20","0.35",0.3,125,109,"0"
"6272923eedb5716b8b254954","offer1","0.2",-0.05,-236,-269,"1"
"6272923eedb5716b8b254954","offer2","0.45",0.25,18,-210,"0"
"6272923eedb5716b8b254954","offer3","0.05",-0.35,-345,291,"1"
"6272923eedb5716b8b254954","offer4","0.25",-0.05,-194,-93,"1"
"6272923eedb5716b8b254954","offer5","0.05",-0.35,-365,224,"1"
"6272923eedb5716b8b254954","offer6","0.15",-0.25,-350,120,"1"
"6272923eedb5716b8b254954","offer7","0.5",0.05,6,10,"0"
"6272923eedb5716b8b254954","offer8","0.1",-0.2,-456,-5,"1"
"6272923eedb5716b8b254954","offer9","0.5",0.15,101,329,"0"
"6272923eedb5716b8b254954","offer10","0.2",-0.1,-365,111,"1"
"6272923eedb5716b8b254954","offer11","0.3",0.05,-276,-79,"0"
"6272923eedb5716b8b254954","offer12","0.1",-0.25,-310,247,"1"
"6272923eedb5716b8b254954","offer13","0.4",0.25,72,76,"0"
"6272923eedb5716b8b254954","offer14","0.45",0.3,462,-15,"0"
"6272923eedb5716b8b254954","offer15","0.15",-0.05,-334,406,"1"
"6272923eedb5716b8b254954","offer16","0.35",0.15,-157,14,"0"
"6272923eedb5716b8b254954","offer17","0.3",0.1,-106,148,"0"
"6272923eedb5716b8b254954","offer18","0.4",0.15,10,-176,"0"
"6272923eedb5716b8b254954","offer19","0.25",0.05,-233,124,"1"
"6272923eedb5716b8b254954","offer20","0.35",0.1,-105,-41,"0"
"632ff41f3631baf749984e3e","offer1","0.35",0.1,139,2,"0"
"632ff41f3631baf749984e3e","offer2","0.4",0.15,115,0,"0"
"632ff41f3631baf749984e3e","offer3","0.05",-0.15,-174,5,"1"
"632ff41f3631baf749984e3e","offer4","0.35",0.2,245,43,"0"
"632ff41f3631baf749984e3e","offer5","0.2",0.1,74,-1,"0"
"632ff41f3631baf749984e3e","offer6","0.3",0.2,125,4,"0"
"632ff41f3631baf749984e3e","offer7","0.1",0,-172,-3,"1"
"632ff41f3631baf749984e3e","offer8","0.45",0.4,350,-3,"0"
"632ff41f3631baf749984e3e","offer9","0.1",0,1,-2,"0"
"632ff41f3631baf749984e3e","offer10","0.5",0.35,244,241,"0"
"632ff41f3631baf749984e3e","offer11","0.3",0,102,0,"0"
"632ff41f3631baf749984e3e","offer12","0.5",0.4,237,241,"0"
"632ff41f3631baf749984e3e","offer13","0.2",0,-40,2,"0"
"632ff41f3631baf749984e3e","offer14","0.25",0,-21,-5,"0"
"632ff41f3631baf749984e3e","offer15","0.45",0.2,146,134,"0"
"632ff41f3631baf749984e3e","offer16","0.4",0.15,139,-1,"0"
"632ff41f3631baf749984e3e","offer17","0.25",-0.05,101,-6,"0"
"632ff41f3631baf749984e3e","offer18","0.15",-0.05,0,-2,"0"
"632ff41f3631baf749984e3e","offer19","0.15",0,3,-2,"0"
"632ff41f3631baf749984e3e","offer20","0.05",0,-56,2,"1"
"64018f58d236aad3893f34b6","offer1","0.25",-0.25,-83,-52,"0"
"64018f58d236aad3893f34b6","offer2","0.25",-0.25,-104,-48,"0"
"64018f58d236aad3893f34b6","offer3","0.35",-0.15,-84,-30,"0"
"64018f58d236aad3893f34b6","offer4","0.5",0,24,-6,"0"
"64018f58d236aad3893f34b6","offer5","0.3",-0.2,-94,-55,"0"
"64018f58d236aad3893f34b6","offer6","0.1",-0.4,-255,-194,"0"
"64018f58d236aad3893f34b6","offer7","0.35",-0.15,-61,-39,"0"
"64018f58d236aad3893f34b6","offer8","0.3",-0.2,-100,-54,"0"
"64018f58d236aad3893f34b6","offer9","0.2",-0.3,-213,-115,"0"
"64018f58d236aad3893f34b6","offer10","0.1",-0.4,-216,-115,"0"
"64018f58d236aad3893f34b6","offer11","0.05",-0.45,-221,-277,"0"
"64018f58d236aad3893f34b6","offer12","0.05",-0.45,-220,-119,"0"
"64018f58d236aad3893f34b6","offer13","0.15",-0.35,-223,-114,"0"
"64018f58d236aad3893f34b6","offer14","0.5",0,33,45,"0"
"64018f58d236aad3893f34b6","offer15","0.15",-0.35,-180,-99,"0"
"64018f58d236aad3893f34b6","offer16","0.4",0,37,62,"0"
"64018f58d236aad3893f34b6","offer17","0.45",-0.05,19,0,"0"
"64018f58d236aad3893f34b6","offer18","0.2",-0.05,12,-28,"0"
"64018f58d236aad3893f34b6","offer19","0.4",-0.1,-5,41,"0"
"64018f58d236aad3893f34b6","offer20","0.45",0.1,104,53,"0"
"634ef87aec0966557c825573","offer1","0.1",0,-12,-26,"1"
"634ef87aec0966557c825573","offer2","0.05",-0.1,59,161,"1"
"634ef87aec0966557c825573","offer3","0.35",0.2,27,-7,"1"
"634ef87aec0966557c825573","offer4","0.3",0.15,-43,-1,"1"
"634ef87aec0966557c825573","offer5","0.5",0.45,243,15,"0"
"634ef87aec0966557c825573","offer6","0.2",0.05,-45,-23,"1"
"634ef87aec0966557c825573","offer7","0.1",-0.05,-14,-20,"1"
"634ef87aec0966557c825573","offer8","0.35",0.2,19,34,"1"
"634ef87aec0966557c825573","offer9","0.2",0.05,-37,3,"1"
"634ef87aec0966557c825573","offer10","0.4",0.3,107,137,"0"
"634ef87aec0966557c825573","offer11","0.15",0,-9,-7,"1"
"634ef87aec0966557c825573","offer12","0.25",0.1,-13,-27,"1"
"634ef87aec0966557c825573","offer13","0.4",0.25,78,126,"0"
"634ef87aec0966557c825573","offer14","0.05",-0.05,67,170,"1"
"634ef87aec0966557c825573","offer15","0.15",0,-44,-41,"1"
"634ef87aec0966557c825573","offer16","0.25",0.1,-30,-12,"1"
"634ef87aec0966557c825573","offer17","0.5",0.35,179,16,"0"
"634ef87aec0966557c825573","offer18","0.3",0.15,16,10,"1"
"634ef87aec0966557c825573","offer19","0.45",0.35,172,70,"0"
"634ef87aec0966557c825573","offer20","0.45",0.35,145,108,"0"
"60fd6618f9a377f54dcdf318","offer1","0.2",-0.15,-167,-22,"0"
"60fd6618f9a377f54dcdf318","offer2","0.1",-0.2,-65,-5,"0"
"60fd6618f9a377f54dcdf318","offer3","0.45",0.35,-159,-18,"0"
"60fd6618f9a377f54dcdf318","offer4","0.35",0.2,-57,-32,"0"
"60fd6618f9a377f54dcdf318","offer5","0.4",0.25,-144,-12,"0"
"60fd6618f9a377f54dcdf318","offer6","0.1",0,-59,-49,"0"
"60fd6618f9a377f54dcdf318","offer7","0.25",0.05,-172,-2,"0"
"60fd6618f9a377f54dcdf318","offer8","0.05",-0.2,-318,8,"0"
"60fd6618f9a377f54dcdf318","offer9","0.15",-0.15,-230,-7,"0"
"60fd6618f9a377f54dcdf318","offer10","0.4",0.25,-204,3,"0"
"60fd6618f9a377f54dcdf318","offer11","0.05",-0.05,-306,0,"0"
"60fd6618f9a377f54dcdf318","offer12","0.45",0.2,-89,-1,"0"
"60fd6618f9a377f54dcdf318","offer13","0.5",0.35,-195,-18,"0"
"60fd6618f9a377f54dcdf318","offer14","0.25",0.05,-102,-22,"0"
"60fd6618f9a377f54dcdf318","offer15","0.3",0.05,-301,-5,"0"
"60fd6618f9a377f54dcdf318","offer16","0.2",-0.05,-164,-1,"0"
"60fd6618f9a377f54dcdf318","offer17","0.5",0.2,-80,6,"0"
"60fd6618f9a377f54dcdf318","offer18","0.35",0,-149,0,"0"
"60fd6618f9a377f54dcdf318","offer19","0.3",0.05,-75,-1,"0"
"60fd6618f9a377f54dcdf318","offer20","0.15",-0.1,-90,15,"0"
"63614f71fa75fcbcee84f2ac","offer1","0.25",-0.25,-120,-2,"0"
"63614f71fa75fcbcee84f2ac","offer2","0.35",-0.1,79,3,"0"
"63614f71fa75fcbcee84f2ac","offer3","0.5",0,223,40,"0"
"63614f71fa75fcbcee84f2ac","offer4","0.4",-0.1,-97,-73,"0"
"63614f71fa75fcbcee84f2ac","offer5","0.2",-0.3,-305,-4,"1"
"63614f71fa75fcbcee84f2ac","offer6","0.05",-0.45,-444,-242,"1"
"63614f71fa75fcbcee84f2ac","offer7","0.45",0.05,187,-3,"0"
"63614f71fa75fcbcee84f2ac","offer8","0.35",-0.15,-327,-83,"0"
"63614f71fa75fcbcee84f2ac","offer9","0.5",0,18,205,"0"
"63614f71fa75fcbcee84f2ac","offer10","0.2",-0.3,-420,-78,"1"
"63614f71fa75fcbcee84f2ac","offer11","0.3",-0.2,55,-3,"0"
"63614f71fa75fcbcee84f2ac","offer12","0.45",-0.05,49,-46,"0"
"63614f71fa75fcbcee84f2ac","offer13","0.05",-0.45,-225,0,"1"
"63614f71fa75fcbcee84f2ac","offer14","0.15",-0.35,-277,-225,"1"
"63614f71fa75fcbcee84f2ac","offer15","0.3",-0.2,10,-1,"0"
"63614f71fa75fcbcee84f2ac","offer16","0.25",-0.25,-25,-3,"0"
"63614f71fa75fcbcee84f2ac","offer17","0.1",-0.4,-356,-4,"1"
"63614f71fa75fcbcee84f2ac","offer18","0.4",-0.1,-40,9,"0"
"63614f71fa75fcbcee84f2ac","offer19","0.1",-0.4,-258,0,"1"
"63614f71fa75fcbcee84f2ac","offer20","0.15",-0.35,-420,-80,"1"
"6317ff092d6b47344b7d1ec5","offer1","0.25",-0.25,-372,39,"0"
"6317ff092d6b47344b7d1ec5","offer2","0.2",-0.3,-467,204,"0"
"6317ff092d6b47344b7d1ec5","offer3","0.05",-0.45,-484,244,"0"
"6317ff092d6b47344b7d1ec5","offer4","0.05",-0.45,-454,232,"0"
"6317ff092d6b47344b7d1ec5","offer5","0.3",-0.2,-344,100,"0"
"6317ff092d6b47344b7d1ec5","offer6","0.1",-0.4,-466,-94,"0"
"6317ff092d6b47344b7d1ec5","offer7","0.25",-0.25,-364,130,"0"
"6317ff092d6b47344b7d1ec5","offer8","0.45",-0.05,-245,-15,"0"
"6317ff092d6b47344b7d1ec5","offer9","0.35",-0.15,-449,54,"0"
"6317ff092d6b47344b7d1ec5","offer10","0.4",-0.1,-246,-13,"0"
"6317ff092d6b47344b7d1ec5","offer11","0.15",-0.35,-447,217,"0"
"6317ff092d6b47344b7d1ec5","offer12","0.5",0,-21,217,"0"
"6317ff092d6b47344b7d1ec5","offer13","0.15",-0.35,-400,166,"0"
"6317ff092d6b47344b7d1ec5","offer14","0.2",-0.3,-457,195,"0"
"6317ff092d6b47344b7d1ec5","offer15","0.4",-0.1,-261,20,"0"
"6317ff092d6b47344b7d1ec5","offer16","0.5",0,44,100,"0"
"6317ff092d6b47344b7d1ec5","offer17","0.45",-0.05,-165,-30,"0"
"6317ff092d6b47344b7d1ec5","offer18","0.1",-0.4,-461,237,"0"
"6317ff092d6b47344b7d1ec5","offer19","0.3",-0.2,-354,49,"0"
"6317ff092d6b47344b7d1ec5","offer20","0.35",-0.15,-332,77,"0"
"6400dcf7361c4d3315b027b4","offer1","0.25",0,-13,-39,"0"
"6400dcf7361c4d3315b027b4","offer2","0.4",0.05,83,-25,"0"
"6400dcf7361c4d3315b027b4","offer3","0.5",0.15,170,-20,"0"
"6400dcf7361c4d3315b027b4","offer4","0.05",-0.3,-164,123,"0"
"6400dcf7361c4d3315b027b4","offer5","0.45",0.2,163,-5,"0"
"6400dcf7361c4d3315b027b4","offer6","0.05",-0.35,-168,127,"0"
"6400dcf7361c4d3315b027b4","offer7","0.4",0.1,53,-3,"0"
"6400dcf7361c4d3315b027b4","offer8","0.1",-0.25,-105,32,"0"
"6400dcf7361c4d3315b027b4","offer9","0.1",-0.3,-183,34,"0"
"6400dcf7361c4d3315b027b4","offer10","0.35",0.05,64,64,"0"
"6400dcf7361c4d3315b027b4","offer11","0.5",0.2,190,53,"0"
"6400dcf7361c4d3315b027b4","offer12","0.3",0.05,68,-35,"0"
"6400dcf7361c4d3315b027b4","offer13","0.15",-0.2,-100,52,"0"
"6400dcf7361c4d3315b027b4","offer14","0.25",0,-7,-19,"0"
"6400dcf7361c4d3315b027b4","offer15","0.45",0.25,164,-4,"0"
"6400dcf7361c4d3315b027b4","offer16","0.15",-0.05,-76,-3,"0"
"6400dcf7361c4d3315b027b4","offer17","0.2",0.05,21,-2,"0"
"6400dcf7361c4d3315b027b4","offer18","0.35",0.1,83,-13,"0"
"6400dcf7361c4d3315b027b4","offer19","0.3",0.15,120,-6,"0"
"6400dcf7361c4d3315b027b4","offer20","0.2",0,-21,-7,"0"
"5de90f54a48441037ac21f43","offer1","0.2",-0.3,-91,0,"0"
"5de90f54a48441037ac21f43","offer2","0.2",-0.3,-99,-5,"0"
"5de90f54a48441037ac21f43","offer3","0.25",-0.25,-85,0,"0"
"5de90f54a48441037ac21f43","offer4","0.35",-0.15,-33,-3,"0"
"5de90f54a48441037ac21f43","offer5","0.1",-0.4,-194,-5,"0"
"5de90f54a48441037ac21f43","offer6","0.4",-0.1,-11,-1,"0"
"5de90f54a48441037ac21f43","offer7","0.1",-0.4,-129,-1,"0"
"5de90f54a48441037ac21f43","offer8","0.35",-0.15,-48,-4,"0"
"5de90f54a48441037ac21f43","offer9","0.25",-0.25,-144,-2,"0"
"5de90f54a48441037ac21f43","offer10","0.5",0,120,-2,"0"
"5de90f54a48441037ac21f43","offer11","0.15",-0.35,-130,1,"0"
"5de90f54a48441037ac21f43","offer12","0.4",-0.1,-28,1,"0"
"5de90f54a48441037ac21f43","offer13","0.05",-0.45,-178,-4,"0"
"5de90f54a48441037ac21f43","offer14","0.3",-0.2,-90,0,"0"
"5de90f54a48441037ac21f43","offer15","0.3",-0.2,-53,-1,"0"
"5de90f54a48441037ac21f43","offer16","0.15",-0.35,-190,2,"0"
"5de90f54a48441037ac21f43","offer17","0.45",-0.05,11,3,"0"
"5de90f54a48441037ac21f43","offer18","0.5",0,203,0,"0"
"5de90f54a48441037ac21f43","offer19","0.45",-0.05,12,0,"0"
"5de90f54a48441037ac21f43","offer20","0.05",-0.45,-219,-1,"0"
"640feb5e49b723bcfaad6437","offer1","0.45",0.2,190,42,"0"
"640feb5e49b723bcfaad6437","offer2","0.05",-0.2,-107,3,"0"
"640feb5e49b723bcfaad6437","offer3","0.15",-0.1,-40,5,"0"
"640feb5e49b723bcfaad6437","offer4","0.45",0.2,169,194,"0"
"640feb5e49b723bcfaad6437","offer5","0.1",-0.15,-44,1,"0"
"640feb5e49b723bcfaad6437","offer6","0.1",-0.15,-72,6,"0"
"640feb5e49b723bcfaad6437","offer7","0.5",0.25,211,42,"0"
"640feb5e49b723bcfaad6437","offer8","0.4",0.15,168,79,"0"
"640feb5e49b723bcfaad6437","offer9","0.25",0,83,-15,"0"
"640feb5e49b723bcfaad6437","offer10","0.5",0.2,89,216,"0"
"640feb5e49b723bcfaad6437","offer11","0.05",-0.2,-66,0,"0"
